Player;Nation;Pos;Squad;Comp;Age;Born;90s;G/Sh;PasAss;ScaDrib;Tkl+Int
Álex Remiro;ESP;GK;Real Sociedad;La Liga;27;1995;20;0;0;0;0
Panagiotis Retsos;GRE;DF;Hellas Verona;Serie A;24;1998;1.4;0;0.71;0;5
Marco Reus;GER;MF;Dortmund;Bundesliga;33;1989;8.7;0.11;0.8;0;2.18
Alejandro Revuelta Montero;ESP;DF;Getafe;La Liga;22;2000;0;0;0;0;0
Elvis Rexhbeçaj;GER;MF;Augsburg;Bundesliga;25;1997;17.8;0;0.34;0;2.47
Gio Reyna;USA;FWMF;Dortmund;Bundesliga;20;2002;5.6;0.27;1.43;0;2.32
Chadi Riad;ESP;MF;Barcelona;La Liga;19;2003;0;0;0;0;0
Nico Ribaudo;ESP;FWMF;Espanyol;La Liga;21;2001;4.2;0;0.48;0;1.67
Alexsandro Ribeiro;BRA;DF;Lille;Ligue 1;23;1999;5;0.5;0;0;3.2
Franck Ribéry;FRA;MF;Salernitana;Serie A;39;1983;0.4;0;0;0;0
Samuele Ricci;ITA;MF;Torino;Serie A;21;2001;13.3;0.09;0.6;0.08;1.88
Declan Rice;ENG;MF;West Ham;Premier League;24;1999;22;0.04;1.18;0.05;3.91
Chris Richards;USA;DF;Crystal Palace;Premier League;22;2000;3.9;0;0.26;0;3.85
Richarlison;BRA;MFFW;Tottenham;Premier League;25;1997;5.6;0;1.61;0;2.32
Marco Richter;GER;MFFW;Hertha BSC;Bundesliga;25;1997;9.6;0.11;0.83;0.31;3.02
Diego Rico;ESP;DF;Real Sociedad;La Liga;29;1993;11.6;0;0.43;0.09;3.36
Jaïro Riedewald;NED;DFFW;Crystal Palace;Premier League;26;1996;0.5;0;0;0;4
Manuel Riemann;GER;GK;Bochum;Bundesliga;34;1988;20;0;0.1;0;0.25
Tomás Rincón;VEN;MF;Sampdoria;Serie A;35;1988;14.7;0;0.95;0;3.67
Rémy Riou;FRA;GK;Lyon;Ligue 1;35;1987;3.7;0;0;0;0.27
Renaud Ripart;FRA;FWMF;Troyes;Ligue 1;29;1993;11.2;0.1;1.61;0.18;3.3
Rodrigo Riquelme;ESP;MFFW;Girona;La Liga;22;2000;14.1;0.09;1.13;0.21;1.06
Matt Ritchie;SCO;FW;Newcastle Utd;Premier League;33;1989;0;0;0;0;0
Sergi Roberto;ESP;DF;Barcelona;La Liga;31;1992;6;0.33;0.5;0;2.67
Lucas Robertone;ARG;MF;Almería;La Liga;25;1997;16.5;0.04;1.76;0;3.09
Andrew Robertson;SCO;DF;Liverpool;Premier League;28;1994;14.7;0;2.04;0.07;1.84
Antonee Robinson;USA;DF;Fulham;Premier League;25;1997;19.3;0;0.67;0.05;3.01
Joel Roca;ESP;MFFW;Girona;La Liga;17;2005;0.7;0;1.43;0;2.86
Marc Roca;ESP;MF;Leeds United;Premier League;26;1996;16.2;0.07;1.05;0;3.7
Enzo Roco;CHI;DF;Elche;La Liga;30;1992;12.8;0;0.08;0.08;2.11
Marek Rodák;SVK;GK;Fulham;Premier League;26;1996;2;0;0;0;0
Sebastian Rode;GER;MF;Eint Frankfurt;Bundesliga;32;1990;8;0.75;1;0;3.13
Joe Rodon;WAL;DF;Rennes;Ligue 1;25;1997;13;0.14;0.08;0;1.38
Rodri;ESP;MF;Manchester City;Premier League;26;1996;19.3;0.03;1.14;0;3.42
Rodrigo;ESP;FWMF;Leeds United;Premier League;31;1991;14.4;0.17;0.9;0.21;0.9
Rodrigo;ESP;FWMF;Betis;La Liga;22;2000;10;0.25;0.7;0.1;1.4
Ángel Rodríguez;ESP;FWMF;Mallorca;La Liga;35;1987;2.3;0;0.87;0;0.43
Óscar Rodríguez Arnaiz;ESP;MF;Celta Vigo;La Liga;24;1998;13.3;0.07;1.13;0.08;2.78
Dani Rodríguez;ESP;MF;Mallorca;La Liga;34;1988;13;0.09;1.15;0.08;2.92
Guido Rodríguez;ARG;MF;Betis;La Liga;28;1994;16.4;0;0.3;0;4.21
Pablo Rodríguez;ESP;FWMF;Lecce;Serie A;21;2001;0.6;0;1.67;0;3.33
Ricardo Rodríguez;SUI;DF;Torino;Serie A;30;1992;15.3;0;0.78;0;3.53
Rodrygo;BRA;FW;Real Madrid;La Liga;22;2001;13.2;0.06;1.82;0.76;1.21
Mads Roerslev;DEN;DF;Brentford;Premier League;23;1999;10.4;0;0.67;0;2.21
Agustín Rogel;URU;DF;Hertha BSC;Bundesliga;25;1997;9;0;0;0;2
Rogério;BRA;DF;Sassuolo;Serie A;25;1998;18.3;0;0.49;0;2.19
Alessio Romagnoli;ITA;DF;Lazio;Serie A;28;1995;19.7;0.14;0.1;0;2.59
Cristian Romero;ARG;DF;Tottenham;Premier League;24;1998;13.3;0;0.23;0;3.98
Iván Romero;ESP;MF;Sevilla;La Liga;21;2001;0.1;0;0;0;0
Luka Romero;ARG;FW;Lazio;Serie A;18;2004;1.5;0.25;1.33;0;2
Oriol Romeu;ESP;MF;Southampton;Premier League;31;1991;0.8;0;0;0;2.5
Oriol Romeu;ESP;MF;Girona;La Liga;31;1991;17;0.06;0.65;0;3.59
Cristiano Ronaldo;POR;FW;Manchester Utd;Premier League;38;1985;5.8;0.04;1.03;0;0.52
Connor Ronan;IRL;MF;Wolves;Premier League;24;1998;0;0;0;0;0
Salomón Rondón;VEN;FW;Everton;Premier League;33;1989;1.2;0;1.67;0;0
Valentin Rongier;FRA;MF;Marseille;Ligue 1;28;1994;19.7;0.08;0.91;0.05;4.01
Marten de Roon;NED;MF;Atalanta;Serie A;31;1991;17.9;0;0.45;0;3.07
Pablo Rosario;NED;MFDF;Nice;Ligue 1;26;1997;10.9;0;0.92;0;3.21
Tom Rothe;GER;DF;Dortmund;Bundesliga;18;2004;0.2;0;0;0;5
Joe Rothwell;ENG;MFDF;Bournemouth;Premier League;28;1995;1.7;0;1.76;0;2.94
Anthony Rouault;FRA;DF;Toulouse;Ligue 1;21;2001;21.9;0.17;0.23;0;3.29
Jérôme Roussillon;FRA;MFDF;Wolfsburg;Bundesliga;30;1993;0.2;0;5;0;0
Jérôme Roussillon;FRA;DF;Union Berlin;Bundesliga;30;1993;1.8;0;0;0;0.56
Nicolò Rovella;ITA;MF;Monza;Serie A;21;2001;9.8;0;1.43;0;4.18
Nicolò Rovella;ITA;MF;Juventus;Serie A;21;2001;0.3;0;0;0;3.33
Amir Rrahmani;KVX;DF;Napoli;Serie A;28;1994;13.4;0.08;0.37;0.07;2.24
Ruan;BRA;DF;Sassuolo;Serie A;23;1999;5.6;0;0;0;3.93
Rubén;ESP;DFMF;Espanyol;La Liga;22;2001;3.9;0;0.77;0.51;5.9
Antonio Rüdiger;GER;DF;Real Madrid;La Liga;29;1993;13.6;0.07;0.15;0;1.18
Sebastian Rudy;GER;MF;Hoffenheim;Bundesliga;32;1990;4.7;0;1.28;0;4.89
Daniele Rugani;ITA;DF;Juventus;Serie A;28;1994;2.9;0;0;0;1.72
Matteo Ruggeri;ITA;DFMF;Atalanta;Serie A;20;2002;5.1;0;0.78;0;4.31
Mário Rui;POR;DF;Napoli;Serie A;31;1991;15.1;0;2.78;0.07;2.65
Aitor Ruibal;ESP;DFFW;Betis;La Liga;26;1996;9.2;0;1.09;0.11;4.67
Kays Ruiz;MAR;MF;Auxerre;Ligue 1;20;2002;0.7;0;0;0;5.71
Fabián Ruiz Peña;ESP;MF;Paris S-G;Ligue 1;26;1996;10.5;0.08;0.48;0.1;3.33
Víctor Ruiz;ESP;DF;Betis;La Liga;34;1989;4;0;0.5;0;1
Gerónimo Rulli;ARG;GK;Villarreal;La Liga;30;1992;14;0;0;0;0.07
Franco Russo;ARG;DF;Mallorca;La Liga;28;1994;1.6;0;0;0;3.13
Georginio Rutter;FRA;FW;Leeds United;Premier League;20;2002;0.6;0;0;0;3.33
Georginio Rutter;FRA;FW;Hoffenheim;Bundesliga;20;2002;11.2;0.07;0.89;0.71;1.07
Julian Ryerson;NOR;DF;Union Berlin;Bundesliga;25;1997;11.5;0;0.7;0.35;3.48
Julian Ryerson;NOR;DF;Dortmund;Bundesliga;25;1997;4;0.2;1;0;3
Frederik Rønnow;DEN;GK;Union Berlin;Bundesliga;30;1992;16;0;0.06;0;0
José Sá;POR;GK;Wolves;Premier League;30;1993;22;0;0;0;0.05
Youssouf Sabaly;SEN;DF;Betis;La Liga;29;1993;11.1;0;0.63;0.18;3.15
Abdelhamid Sabiri;MAR;MFFW;Sampdoria;Serie A;26;1996;10.2;0.04;1.37;0.29;1.86
Marcel Sabitzer;AUT;MF;Manchester Utd;Premier League;28;1994;1;0;3;0;1
Marcel Sabitzer;AUT;MF;Bayern Munich;Bundesliga;28;1994;7;0.07;0.86;0;5.29
Falaye Sacko;MLI;DF;Montpellier;Ligue 1;27;1995;14;0;0.86;0.07;3.29
Umar Sadiq;NGA;FW;Almería;La Liga;26;1997;2.7;0.29;1.11;0.37;0
Umar Sadiq;NGA;FW;Real Sociedad;La Liga;26;1997;0.9;1;0;0;1.11
Alexis Saelemaekers;BEL;FWDF;Milan;Serie A;23;1999;7.6;0;0.79;0;3.55
Wesley Saïd;FRA;FWMF;Lens;Ligue 1;27;1995;6.6;0.21;0.91;1.06;0.76
Allan Saint-Maximin;FRA;FW;Newcastle Utd;Premier League;25;1997;7.1;0.06;1.55;0.7;1.27
Théo Sainte-Luce;FRA;DF;Montpellier;Ligue 1;24;1998;3.9;0.33;1.28;0;2.82
Samuel Sáiz;ESP;MF;Girona;La Liga;32;1991;2.7;0;1.11;0;0.74
Bukayo Saka;ENG;FW;Arsenal;Premier League;21;2001;20;0.12;2.45;0.1;1.75
Hamza Sakhi;MAR;MF;Auxerre;Ligue 1;26;1996;17.4;0.04;1.95;0.06;3.85
Mamadou Sakho;FRA;DF;Montpellier;Ligue 1;32;1990;5.7;0.33;0;0;1.93
Jacopo Sala;ITA;MF;Spezia;Serie A;31;1991;1.2;0;0.83;0;1.67
Ibrahim Salah;BEL;MF;Rennes;Ligue 1;21;2001;0.1;0;0;0;0
Mohamed Salah;EGY;FW;Liverpool;Premier League;30;1992;19.7;0.11;1.93;0.25;0.76
Amine Salama;FRA;FWMF;Angers;Ligue 1;22;2000;11.1;0.15;0.54;0.27;1.44
William Saliba;FRA;DF;Arsenal;Premier League;21;2001;20.8;0.4;0.19;0;2.07
Dikeni Salifou;TOG;MF;Werder Bremen;Bundesliga;19;2003;0;0;0;0;0
Mohammed Salisu;GHA;DF;Southampton;Premier League;23;1999;21;0;0.33;0.05;3.81
Roland Sallai;HUN;MFFW;Freiburg;Bundesliga;25;1997;5.3;0;1.13;0.19;1.13
Yoann Salmier;GUF;DF;Troyes;Ligue 1;30;1992;18.9;0.1;0.11;0;2.8
Salvi;ESP;FWMF;Rayo Vallecano;La Liga;31;1991;3.1;0;0.97;0;2.9
Lazar Samardzic;GER;MF;Udinese;Serie A;20;2002;9.3;0.13;2.9;0.54;2.58
Diadie Samassékou;MLI;MFFW;Hoffenheim;Bundesliga;27;1996;0.4;0;0;0;2.5
Mama Samba Baldé;GNB;FW;Troyes;Ligue 1;27;1995;17.5;0.15;0.86;0.4;1.71
Brice Samba;CGO;GK;Lens;Ligue 1;28;1994;22;0;0;0;0.05
Albert Sambi Lokonga;BEL;MF;Arsenal;Premier League;23;1999;2.2;0;0.45;0;2.73
Albert Sambi Lokonga;BEL;MF;Crystal Palace;Premier League;23;1999;0.6;0;0;0;5
Junior Sambia;FRA;DFMF;Salernitana;Serie A;26;1996;3.5;0;0.29;0;2.57
Samuel;BRA;FWMF;Valencia;La Liga;23;1999;19.8;0.04;0.81;0.51;2.22
Fede San Emeterio;ESP;MF;Cádiz;La Liga;25;1997;10.8;0;0.09;0;1.94
Antonio Sanabria;PAR;FW;Torino;Serie A;26;1996;12.1;0.15;0.91;0.08;0.66
Leandro Sanca;POR;FWMF;Spezia;Serie A;23;2000;0.4;0;0;0;2.5
Oihan Sancet;ESP;MF;Athletic Club;La Liga;22;2000;15.7;0.22;1.34;0.06;1.15
Renato Sanches;POR;MF;Paris S-G;Ligue 1;25;1997;4.7;0.33;1.49;0;2.34
Alexis Sánchez;CHI;FW;Marseille;Ligue 1;34;1988;16.3;0.21;1.84;0.12;0.92
Antonio Sánchez;ESP;MF;Mallorca;La Liga;26;1997;7.1;0;0.42;0.14;2.39
Davinson Sánchez;COL;DF;Tottenham;Premier League;26;1996;6.4;0;0.16;0;3.91
Iván Sánchez;ESP;MFFW;Valladolid;La Liga;30;1992;7.9;0;1.27;0.25;1.9
Javi Sánchez;ESP;DF;Valladolid;La Liga;25;1997;15.9;0.13;0.06;0.06;3.46
Manuel Sánchez;ESP;DF;Osasuna;La Liga;22;2000;9.3;0;1.18;0;3.55
Robert Sánchez;ESP;GK;Brighton;Premier League;25;1997;21;0;0;0;0.19
Jadon Sancho;ENG;FW;Manchester Utd;Premier League;22;2000;8.3;0.38;2.05;0.36;1.08
Alex Sandro;BRA;DF;Juventus;Serie A;32;1991;12.7;0;0.55;0.08;2.36
Leroy Sané;GER;MFFW;Bayern Munich;Bundesliga;27;1996;13.6;0.12;1.54;0.29;1.62
Sidi Sané;GER;FW;Schalke 04;Bundesliga;19;2003;0.3;0;0;0;3.33
Morgan Sanson;FRA;MF;Aston Villa;Premier League;28;1994;0.1;0;0;0;20
Morgan Sanson;FRA;MF;Strasbourg;Ligue 1;28;1994;2.1;0;0.48;0;4.29
Nicola Sansone;ITA;FW;Bologna;Serie A;31;1991;4.7;0.07;0.21;0.43;0.85
Baptiste Santamaria;FRA;MF;Rennes;Ligue 1;27;1995;8.6;0.11;1.16;0;3.6
Riccardo Saponara;ITA;FW;Fiorentina;Serie A;31;1991;8.1;0.09;1.6;0.37;1.11
Pablo Sarabia;ESP;FW;Wolves;Premier League;30;1992;2.2;0;0.45;0;0.91
Pablo Sarabia;ESP;FWMF;Paris S-G;Ligue 1;30;1992;4.1;0;2.44;0;1.71
Muhammed Saracevic Cham;AUT;MF;Clermont Foot;Ligue 1;22;2000;13.6;0.1;1.47;0;2.06
Jeremy Sarmiento;ECU;MF;Brighton;Premier League;20;2002;1.8;0;1.11;0.56;3.33
Amin Sarr;SWE;FWMF;Lyon;Ligue 1;21;2001;0.6;0;0;0;0
Malang Sarr;FRA;DF;Monaco;Ligue 1;24;1999;4;0;0;0;3
Martin Satriano;URU;FW;Empoli;Serie A;21;2001;13.8;0.03;0.72;0.07;0.87
Téji Savanier;FRA;MF;Montpellier;Ligue 1;31;1991;17.3;0.13;1.97;0.23;3.18
Esteban Saveljich;MNE;FW;Rayo Vallecano;La Liga;31;1991;0;0;0;0;0
Joe Scally;USA;DF;M'Gladbach;Bundesliga;20;2002;16.8;0;0.42;0.06;1.55
Giorgio Scalvini;ITA;DF;Atalanta;Serie A;19;2003;13.7;0.2;0.22;0.15;4.38
Gianluca Scamacca;ITA;FW;West Ham;Premier League;24;1999;10.3;0.1;1.26;0.1;1.36
Gustavo Scarpa;BRA;MFFW;Nott'ham Forest;Premier League;29;1994;1.8;0;0.56;0.56;2.22
Kevin Schade;GER;FWMF;Brentford;Premier League;21;2001;0.3;0;0;0;3.33
Kevin Schade;GER;FWMF;Freiburg;Bundesliga;21;2001;2;0.25;0;0;3
András Schäfer;HUN;MF;Union Berlin;Bundesliga;23;1999;8.4;0;0.36;0;2.86
Fabian Schär;SUI;DF;Newcastle Utd;Premier League;31;1991;20.8;0.03;0.58;0.1;3.08
Derry Scherhant;GER;FW;Hertha BSC;Bundesliga;20;2002;1.6;0;0;0.63;1.88
Patrik Schick;CZE;FW;Leverkusen;Bundesliga;27;1996;9.5;0.07;0.95;0.11;0.11
Kingsley Schindler;GER;DFMF;Köln;Bundesliga;29;1993;6.3;0;0.63;0;3.65
Xaver Schlager;AUT;MF;RB Leipzig;Bundesliga;25;1997;14;0.25;0.43;0;3.29
Keven Schlotterbeck;GER;DF;Freiburg;Bundesliga;25;1997;0.2;0;0;0;10
Keven Schlotterbeck;GER;DF;Bochum;Bundesliga;25;1997;3.2;0.33;0;0;2.81
Nico Schlotterbeck;GER;DF;Dortmund;Bundesliga;23;1999;19.3;0.23;0.57;0;3.52
Jeffrey Schlupp;GHA;MF;Crystal Palace;Premier League;30;1992;18.1;0.06;0.33;0.06;3.43
Kasper Schmeichel;DEN;GK;Nice;Ligue 1;36;1986;21;0;0.05;0;0.05
Romano Schmid;AUT;MF;Werder Bremen;Bundesliga;23;2000;10.5;0;1.24;0.29;2.29
Niklas Schmidt;GER;MF;Werder Bremen;Bundesliga;24;1998;5.6;0.11;0.89;0.36;3.04
Benno Schmitz;GER;DF;Köln;Bundesliga;28;1994;15.5;0.2;0.77;0;3.23
Jerdy Schouten;NED;MF;Bologna;Serie A;26;1997;12.9;0;0.54;0;3.8
Perr Schuurs;NED;DF;Torino;Serie A;23;1999;13.3;0;0.3;0;3.31
Marvin Schwäbe;GER;GK;Köln;Bundesliga;27;1995;19;0;0;0;0.11
Alexander Schwolow;GER;GK;Schalke 04;Bundesliga;30;1992;17;0;0.06;0;0.06
Demba Seck;SEN;FWMF;Torino;Serie A;22;2001;4;0;1.25;0;1.5
Jacopo Segre;ITA;DF;Torino;Serie A;25;1997;0.2;0;0;0;0
Paul Seguin;GER;MF;Union Berlin;Bundesliga;27;1995;4.9;0.17;2.04;0;2.04
Alidu Seidu;GHA;DF;Clermont Foot;Ligue 1;22;2000;19.5;0;0.31;0.05;3.74
Davie Selke;GER;FW;Hertha BSC;Bundesliga;28;1995;3.1;0;1.29;0.32;0.97
Davie Selke;GER;FW;Köln;Bundesliga;28;1995;1.4;0;0;0;0
Matz Sels;BEL;GK;Strasbourg;Ligue 1;30;1992;22;0;0.05;0;0.18
Nélson Semedo;POR;DF;Wolves;Premier League;29;1993;14.1;0;0.5;0;4.18
Vivaldo Semedo;POR;FW;Udinese;Serie A;18;2005;0;0;0;0;0
Antoine Semenyo;GHA;FWMF;Bournemouth;Premier League;23;2000;1.1;0;0;0.91;1.82
Marvin Senaya;TOG;DF;Strasbourg;Ligue 1;22;2001;0.1;0;0;0;0
Marcos Senesi;ARG;DF;Bournemouth;Premier League;25;1997;15.9;0.5;0.19;0;3.52
Stefano Sensi;ITA;MF;Monza;Serie A;27;1995;10.7;0.15;1.59;0;4.67
Jaime Seoane;ESP;MF;Getafe;La Liga;26;1997;3.2;0;1.88;0;3.44
Luigi Sepe;ITA;GK;Salernitana;Serie A;31;1991;15;0;0;0;0
Suat Serdar;GER;MF;Hertha BSC;Bundesliga;25;1997;14;0.22;0.71;0.29;3.79
Leonardo Sernicola;ITA;DF;Cremonese;Serie A;25;1997;15.1;0.06;0.99;0;3.58
Ryan Sessegnon;ENG;DF;Tottenham;Premier League;22;2000;9;0.11;0.67;0;2.56
Stephan El Shaarawy;ITA;DFMF;Roma;Serie A;30;1992;7.9;0.18;1.52;0.51;2.53
Luke Shaw;ENG;DF;Manchester Utd;Premier League;27;1995;16.7;0.17;1.08;0;3.11
Jonjo Shelvey;ENG;MF;Newcastle Utd;Premier League;30;1992;0.4;0;0;0;2.5
Jonjo Shelvey;ENG;MF;Nott'ham Forest;Premier League;30;1992;0.4;0;5;0;0
Eldor Shomurodov;UZB;FW;Spezia;Serie A;27;1995;1.8;0;1.67;0;1.11
Eldor Shomurodov;UZB;FW;Roma;Serie A;27;1995;1.3;0;0;0.77;1.54
Kaj Sierhuis;NED;FW;Reims;Ligue 1;24;1998;0.2;0;0;0;5
Vincent Sierro;SUI;MFFW;Toulouse;Ligue 1;27;1995;0.5;0;2;0;4
Kiliann Sildillia;FRA;DFMF;Freiburg;Bundesliga;20;2002;16.1;0;0.43;0.06;2.61
André Silva;POR;FW;RB Leipzig;Bundesliga;27;1995;13.3;0.1;1.65;0.23;0.6
Bernardo Silva;POR;MFFW;Manchester City;Premier League;28;1994;15.7;0.12;1.46;0.25;2.61
Caio Henrique Oliveira Silva;BRA;DF;Monaco;Ligue 1;25;1997;19;0.11;1.53;0.11;3.11
David Silva;ESP;MF;Real Sociedad;La Liga;37;1986;12.4;0.07;1.13;0.08;1.94
Rui Silva;POR;GK;Betis;La Liga;29;1994;18;0;0;0;0.17
Thiago Silva;BRA;DF;Chelsea;Premier League;38;1984;19.9;0;0.2;0;3.02
Marco Silvestri;ITA;GK;Udinese;Serie A;31;1991;21;0;0;0;0.14
Abdallah Sima;SEN;FW;Angers;Ligue 1;21;2001;10.3;0.08;0.97;0;1.26
Mohamed Simakan;FRA;DF;RB Leipzig;Bundesliga;22;2000;9.2;0.14;0.22;0;2.17
Giovanni Simeone;ARG;FW;Napoli;Serie A;27;1995;2;0.6;1.5;0;6.5
Ellis Simms;ENG;FW;Everton;Premier League;22;2001;0.2;0;0;0;0
Eduardo Simões;POR;DF;Hoffenheim;Bundesliga;20;2002;1;0;0;0;5
Moses Simon;NGA;FWMF;Nantes;Ligue 1;27;1995;17.4;0.17;1.84;0.29;1.15
Unai Simón;ESP;GK;Athletic Club;La Liga;25;1997;21;0;0;0;0
Lassine Sinayoko;MLI;MFFW;Auxerre;Ligue 1;23;1999;13.2;0;1.06;0.23;3.11
Wilfried Singo;CIV;DF;Torino;Serie A;22;2000;11.9;0;0.92;0.08;1.76
Luis Sinisterra;COL;FW;Leeds United;Premier League;23;1999;6;0.15;0.67;0.33;3.33
Daley Sinkgraven;NED;DFMF;Leverkusen;Bundesliga;27;1995;2.9;0;1.03;0.34;3.1
Tobias Sippel;GER;GK;M'Gladbach;Bundesliga;34;1988;3;0;0;0;0
Hugo Siquet;BEL;DF;Freiburg;Bundesliga;20;2002;0.2;0;0;0;10
Ibrahima Sissoko;FRA;MF;Strasbourg;Ligue 1;25;1997;5.4;0;0.56;0;2.04
Moussa Sissoko;FRA;MF;Nantes;Ligue 1;33;1989;12.7;0.1;0.87;0;2.2
Tim Skarke;GER;DFMF;Union Berlin;Bundesliga;26;1996;0.6;0;1.67;0;1.67
Tim Skarke;GER;FWMF;Schalke 04;Bundesliga;26;1996;2.4;0;2.5;0;1.67
Ellyes Skhiri;TUN;MF;Köln;Bundesliga;27;1995;17.7;0.16;0.9;0;4.75
Oliver Skipp;ENG;MF;Tottenham;Premier League;22;2000;2.2;0;1.36;0;1.36
Leo Skiri Østigård;NOR;DF;Napoli;Serie A;23;1999;2.4;0;0;0;2.5
Robert Skov;DEN;DF;Hoffenheim;Bundesliga;26;1996;11.7;0.03;1.45;0.09;1.88
Milan Škriniar;SVK;DF;Inter;Serie A;28;1995;18.7;0;0.27;0;2.14
Naatan Skyttä;FIN;MF;Toulouse;Ligue 1;20;2002;0.3;0;0;0;3.33
Islam Slimani;ALG;FW;Brest;Ligue 1;34;1988;11;0.07;1.18;0;0.55
Chris Smalling;ENG;DF;Roma;Serie A;33;1989;21.7;0.25;0.09;0;2.4
Adam Smith;ENG;DF;Bournemouth;Premier League;31;1991;20.1;0;0.35;0;2.49
Emile Smith Rowe;ENG;MFFW;Arsenal;Premier League;22;2000;0.6;0;5;0;1.67
Cédric Soares;POR;DF;Arsenal;Premier League;31;1991;0.3;0;0;0;0
Cédric Soares;POR;DF;Fulham;Premier League;31;1991;0;0;0;0;0
Danilo Soares;BRA;DF;Bochum;Bundesliga;31;1991;12.6;0;0.4;0;4.92
Eduard Sobol;UKR;DFMF;Strasbourg;Ligue 1;27;1995;2;0;0.5;0;2
Rubén Sobrino;ESP;FWMF;Cádiz;La Liga;30;1992;13.1;0.06;0.76;0;1.91
Alex Sola;ESP;DF;Real Sociedad;La Liga;23;1999;3.1;0;0.32;0;6.13
Dominic Solanke;ENG;FWMF;Bournemouth;Premier League;25;1997;15.9;0.08;0.57;0.25;0.57
Augusto Solari;ARG;MFFW;Celta Vigo;La Liga;31;1992;2.2;0;1.36;0;4.55
Ola Solbakken;NOR;MFFW;Roma;Serie A;24;1998;0.1;0;0;0;0
Nikola Soldo;CRO;DF;Köln;Bundesliga;22;2001;5.6;0;0.18;0;2.86
Carlos Soler;ESP;MF;Valencia;La Liga;26;1997;2.7;0;1.48;0;0.74
Carlos Soler;ESP;MF;Paris S-G;Ligue 1;26;1997;8.1;0.29;0.86;0;1.36
François-Joseph Sollacaro;FRA;GK;Ajaccio;Ligue 1;28;1994;3;0;0;0;0
Manor Solomon;ISR;FW;Fulham;Premier League;23;1999;0.9;0.5;1.11;0;3.33
Yann Sommer;SUI;GK;Bayern Munich;Bundesliga;34;1988;5;0;0;0;0.2
Yann Sommer;SUI;GK;M'Gladbach;Bundesliga;34;1988;10;0;0;0;0.1
Brandon Soppy;FRA;DF;Udinese;Serie A;20;2002;1;0;2;1;2
Brandon Soppy;FRA;DF;Atalanta;Serie A;20;2002;5.8;0;1.38;0.17;1.38
David Soria;ESP;GK;Getafe;La Liga;29;1993;20;0;0.1;0;0
Roberto Soriano;ITA;FWMF;Bologna;Serie A;32;1991;11.4;0;1.67;0.09;2.72
Borna Sosa;CRO;DFMF;Stuttgart;Bundesliga;25;1998;11;0;3.09;0;2.09
Joaquin Sosa;URU;DF;Bologna;Serie A;21;2002;2.8;0;0;0;1.79
Florian Sotoca;FRA;MFFW;Lens;Ligue 1;32;1990;19.9;0.09;2.21;0.1;2.41
Riccardo Sottil;ITA;FW;Fiorentina;Serie A;23;1999;4.8;0;2.08;0.21;0
Matìas Soulé;ARG;MFDF;Juventus;Serie A;19;2003;2.6;0;2.69;1.15;2.31
Moussa Soumano;FRA;MFFW;Ajaccio;Ligue 1;17;2005;0.4;0.5;0;2.5;0
Adama Soumaoro;FRA;DF;Bologna;Serie A;30;1992;13.7;0;0.07;0;2.12
Boubakary Soumaré;FRA;MF;Leicester City;Premier League;23;1999;9.3;0;0.22;0.11;5.38
Arnaud Souquet;FRA;DFFW;Montpellier;Ligue 1;31;1992;4;0;0.75;0;6.5
Dyego Sousa;POR;FW;Almería;La Liga;33;1989;3.9;0;1.54;0.51;1.28
Harry Souttar;AUS;DF;Leicester City;Premier League;24;1998;2;0;0.5;0;2.5
Vinicius Souza;BRA;MF;Espanyol;La Liga;23;1999;17;0;0.41;0.06;6.12
Djibril Sow;SUI;MF;Eint Frankfurt;Bundesliga;26;1997;17;0.15;0.65;0.12;2.94
Çaðlar Söyüncü;TUR;DF;Leicester City;Premier League;26;1996;0.9;0;0;0;3.33
Kevin Spadanuda;SUI;MFFW;Ajaccio;Ligue 1;26;1997;5.4;0;0.56;0;2.59
Djed Spence;ENG;FWDF;Tottenham;Premier League;22;2000;0.1;0;0;0;0
Djed Spence;ENG;DF;Rennes;Ligue 1;22;2000;0.9;0;0;1.11;4.44
Stijn Spierings;NED;MF;Toulouse;Ligue 1;26;1996;22;0.11;0.59;0.05;4.32
Leonardo Spinazzola;ITA;DF;Roma;Serie A;29;1993;9;0;0.89;0.22;1
Marco Sportiello;ITA;GK;Atalanta;Serie A;30;1992;6.9;0;0;0;0.14
Jack Stacey;ENG;DF;Bournemouth;Premier League;26;1996;3.3;0;0;0;3.03
Anton Stach;GER;MF;Mainz 05;Bundesliga;24;1998;13.4;0.05;1.42;0.07;2.99
Kostas Stafylidis;GRE;MFDF;Bochum;Bundesliga;29;1993;5.6;0;0.54;0.18;4.82
Jens Stage;DEN;MF;Werder Bremen;Bundesliga;26;1996;9.4;0.17;0.85;0;3.51
Junior Stanislas;ENG;MF;Bournemouth;Premier League;33;1989;0.7;0;2.86;0;0
Jay Stansfield;ENG;FW;Fulham;Premier League;20;2002;1;0;1;0;1
Niklas Stark;GER;DF;Werder Bremen;Bundesliga;27;1995;11.8;0;0.25;0;4.49
Calvin Stengs;NED;FW;Nice;Ligue 1;24;1998;2.4;0;0.42;0.42;0.83
Pascal Stenzel;GER;DF;Stuttgart;Bundesliga;26;1996;3.5;0;2.29;0;4.86
Jack Stephens;ENG;DF;Southampton;Premier League;29;1994;0.5;0;0;0;6
